Connect Mysql log success
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Mysql Log Match Failed: Initialization of mysqld failed: 0
Computing Problem Spotlight
Create Table MysqlMsg Success
Mysql DisConnect
Using Augeas to Parse Configuration File
Extract key-value Finished
Extract Env Finished
Connect Mysql wise success
Giving Problem Spotlight and Resolve Spotlight
Problem Spotlight No.0 : Aborting
Problem Spotlight No.1 : Do you already have another mysqld server running on port: 33 ?
Suspicious word:    port    with key:    Conf: port    and value:    33
Suspicious word:    33    with key:    Conf: port    and value:    33
Problem Spotlight No.2 : Can't start server: Bind on TCP/IP port: Permission denied
Suspicious word:    port    with key:    Conf: port    and value:    33
Problem Spotlight No.3 : CA certificate ca.pem is self signed.
Problem Spotlight No.4 : TIMESTAMP with implicit DEFAULT value is deprecated. Please use --explicit_defaults_for_timestamp server option (see documentation for more details).
Problem Spotlight No.5 : /usr/sbin/mysqld: Shutdown complete
Problem Spotlight No.6 : Shutting down plugin 'binlog'
Problem Spotlight No.7 : Shutting down plugin 'mysql_native_password'
Problem Spotlight No.8 : Shutting down plugin 'sha256_password'
Problem Spotlight No.9 : Shutting down plugin 'CSV'
Mysql DisConnect
